epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.374798059463501,0.0003000000142492354,1.6499037742614746,0.5961538553237915,0.9855495095252991
1,0.5654281377792358,0.0003000000142492354,1.0959223508834839,0.6602563858032227,0.8940587043762207
2,0.644588053226471,0.0003000000142492354,0.9675696492195129,0.8653846383094788,0.6834892630577087
3,0.6882067918777466,0.0003000000142492354,0.8870958089828491,0.8205128312110901,0.6908148527145386
4,0.7189014554023743,0.0003000000142492354,0.8323761820793152,0.7371794581413269,0.7550085783004761
5,0.7092084288597107,0.0003000000142492354,0.8272634148597717,0.8525640964508057,0.626427948474884
6,0.7285944819450378,0.0003000000142492354,0.7872296571731567,0.8205128312110901,0.6584876179695129
7,0.7802907824516296,0.0003000000142492354,0.7390398383140564,0.8525640964508057,0.5725967884063721
8,0.7689822316169739,0.0003000000142492354,0.7208765149116516,0.8717948794364929,0.6022688150405884
9,0.8012924194335938,0.0003000000142492354,0.6577091813087463,0.8910256624221802,0.5632301568984985
10,0.8222939968109131,0.0003000000142492354,0.6500512957572937,0.8782051205635071,0.5704859495162964
11,0.8206785321235657,0.0003000000142492354,0.6205109357833862,0.9102563858032227,0.5246123671531677
12,0.783521831035614,0.0003000000142492354,0.6968165636062622,0.8974359035491943,0.5291851758956909
13,0.8368335962295532,0.0003000000142492354,0.620111882686615,0.8717948794364929,0.5475999712944031
14,0.854604184627533,0.0003000000142492354,0.5811043381690979,0.8974359035491943,0.5136076807975769
15,0.835218071937561,0.0003000000142492354,0.6152064204216003,0.9294871687889099,0.46041327714920044
16,0.8642972707748413,0.0003000000142492354,0.5701800584793091,0.9102563858032227,0.5316641926765442
17,0.8578352332115173,0.0003000000142492354,0.5829275846481323,0.8205128312110901,0.6513809561729431
18,0.8497576713562012,0.0003000000142492354,0.5678821206092834,0.8846153616905212,0.5642181634902954
19,0.8642972707748413,0.00010500000644242391,0.5431565642356873,0.9038461446762085,0.5003312230110168
