epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.266558974981308,0.00019999999494757503,2.068972587585449,0.14102564752101898,1.9195513725280762
1,0.33117932081222534,0.00019999999494757503,1.8046802282333374,0.18589743971824646,1.7876070737838745
2,0.368336021900177,0.00019999999494757503,1.7272753715515137,0.14102564752101898,2.170288562774658
3,0.3925686478614807,0.00019999999494757503,1.65101957321167,0.14102564752101898,4.535429954528809
4,0.3877221345901489,0.00019999999494757503,1.6182318925857544,0.16025641560554504,2.1662819385528564
5,0.40549272298812866,0.00019999999494757503,1.556466817855835,0.14102564752101898,2.7293460369110107
6,0.43295636773109436,0.00019999999494757503,1.5143543481826782,0.3782051205635071,2.0089433193206787
7,0.4426494240760803,6.999999459367245e-05,1.4677389860153198,0.4038461446762085,1.4919153451919556
8,0.45880451798439026,6.999999459367245e-05,1.4403891563415527,0.48076921701431274,1.425455927848816
9,0.46203553676605225,6.999999459367245e-05,1.4613864421844482,0.49358972907066345,1.3319923877716064
10,0.46042004227638245,6.999999459367245e-05,1.4830244779586792,0.5641025900840759,1.254849910736084
11,0.4701130986213684,6.999999459367245e-05,1.457283616065979,0.6217948794364929,1.2183080911636353
12,0.48788368701934814,6.999999459367245e-05,1.4040813446044922,0.5512820482254028,1.202256202697754
13,0.47657510638237,6.999999459367245e-05,1.4311164617538452,0.5128205418586731,1.2485486268997192
14,0.4781906306743622,6.999999459367245e-05,1.3657690286636353,0.5256410241127014,1.2294617891311646
15,0.4959612190723419,6.999999459367245e-05,1.3784821033477783,0.5384615659713745,1.2313426733016968
16,0.5605815649032593,6.999999459367245e-05,1.3490864038467407,0.5384615659713745,1.1480703353881836
17,0.5072697997093201,6.999999459367245e-05,1.333233118057251,0.5384615659713745,1.2527375221252441
18,0.5218093991279602,6.999999459367245e-05,1.3363125324249268,0.5961538553237915,1.1284836530685425
19,0.5347334146499634,6.999999459367245e-05,1.3232669830322266,0.6474359035491943,1.0516753196716309
20,0.5686591267585754,6.999999459367245e-05,1.2666031122207642,0.5897436141967773,1.0808435678482056
21,0.5977382659912109,6.999999459367245e-05,1.2277657985687256,0.6217948794364929,1.11270010471344
22,0.5525040626525879,6.999999459367245e-05,1.2475100755691528,0.6153846383094788,1.1997454166412354
23,0.5928917527198792,6.999999459367245e-05,1.1801178455352783,0.6987179517745972,1.0459836721420288
24,0.6171243786811829,6.999999459367245e-05,1.2039344310760498,0.7179487347602844,0.9883416295051575
25,0.5896607637405396,6.999999459367245e-05,1.2193371057510376,0.5961538553237915,1.127777338027954
26,0.5928917527198792,6.999999459367245e-05,1.1853853464126587,0.5705128312110901,1.2417714595794678
27,0.6348949670791626,6.999999459367245e-05,1.1348333358764648,0.6153846383094788,1.1638622283935547
28,0.638126015663147,6.999999459367245e-05,1.1658077239990234,0.692307710647583,1.033547282218933
29,0.6526656150817871,6.999999459367245e-05,1.1210335493087769,0.5641025900840759,1.231765866279602
30,0.7092084288597107,2.4499997380189598e-05,1.0437766313552856,0.557692289352417,1.2525333166122437
31,0.6542810797691345,2.4499997380189598e-05,1.082042932510376,0.7115384340286255,0.9923457503318787
32,0.6300484538078308,2.4499997380189598e-05,1.1301132440567017,0.6858974099159241,0.9905993342399597
33,0.6607431173324585,2.4499997380189598e-05,1.0746663808822632,0.7243589758872986,0.9317089915275574
34,0.6623586416244507,2.4499997380189598e-05,1.078940510749817,0.7243589758872986,0.9149795770645142
35,0.6962843537330627,2.4499997380189598e-05,1.046704649925232,0.6794871687889099,1.0272619724273682
36,0.6849757432937622,2.4499997380189598e-05,1.0676182508468628,0.7115384340286255,0.9796244502067566
37,0.6946688294410706,2.4499997380189598e-05,1.0029163360595703,0.7115384340286255,0.9575319290161133
38,0.6768982410430908,2.4499997380189598e-05,1.0704389810562134,0.6730769276618958,1.0506360530853271
39,0.6801292300224304,2.4499997380189598e-05,1.0693814754486084,0.6794871687889099,1.0027998685836792
40,0.6978998184204102,8.574998901167419e-06,0.9827024936676025,0.6730769276618958,1.0200536251068115
41,0.7011308670043945,8.574998901167419e-06,1.0143173933029175,0.6410256624221802,1.077126145362854
42,0.6882067918777466,8.574998901167419e-06,1.0086205005645752,0.6730769276618958,1.017899751663208
43,0.7253634929656982,8.574998901167419e-06,0.9434698224067688,0.7115384340286255,0.9513946175575256
44,0.6833602786064148,8.574998901167419e-06,1.023293137550354,0.6025640964508057,1.1410443782806396
45,0.7108238935470581,3.0012495244591264e-06,0.9960535168647766,0.6538461446762085,1.066717505455017
46,0.6817447543144226,3.0012495244591264e-06,1.047735333442688,0.6666666865348816,1.000967025756836
47,0.6930533051490784,3.0012495244591264e-06,0.992836594581604,0.6666666865348816,1.0174745321273804
48,0.7399030923843384,3.0012495244591264e-06,0.9568413496017456,0.6730769276618958,1.0386005640029907
49,0.7205169796943665,3.0012495244591264e-06,1.0043100118637085,0.6987179517745972,0.9951834082603455
